'7T08BV08', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'18ERYPXY', '0', '3', 'http://www.wikidata.org/prop/direct/P462'
'18ERYPXY', '0', '4', 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P57', 3
'18ERYPXY', '0', '5', 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P57', 3
'18ERYPXY', '0', '6', 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/direct/P527', 1
'18ERYPXY', '0', '7', 'http://www.wikidata.org/prop/direct/P161'
'Z60CX4AT', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'Z60CX4AT', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'Z60CX4AT', '0', '3', 'http://www.wikidata.org/prop/direct/P462'
'Z60CX4AT', '0', '4', 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P57', 1
'Z60CX4AT', '0', '5', 'http://www.wikidata.org/prop/direct/P57'
'Z60CX4AT', '0', '6', 'http://www.wikidata.org/prop/P577'
'Z60CX4AT', '0', '7', 'http://www.wikidata.org/prop/direct/P161'
'OBGFUBXM', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'OBGFUBXM', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'OBGFUBXM', '0', '3', 'http://www.wikidata.org/prop/direct/P462'
'OBGFUBXM', '0', '4', 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P58', 3, 'http://www.wikidata.org/prop/direct/P57', 1
'OBGFUBXM', '0', '5', 'http://www.wikidata.org/prop/direct/P57', 3, 'http://www.wikidata.org/prop/direct/P161', 2, 'http://www.wikidata.org/prop/direct/P57', 3
'OBGFUBXM', '0', '6', 'http://www.wikidata.org/prop/direct/P161', 4, 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/direct/P161', 4, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P57', 1
'OBGFUBXM', '0', '7', 'http://www.wikidata.org/prop/direct/P161'
'7GRQ0FLL', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'7GRQ0FLL', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'7GRQ0FLL', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'3218KT69', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'3218KT69', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'3218KT69', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 12, 'http://www.wikidata.org/prop/direct/P7959', 1, 'http://www.wikidata.org/prop/direct/P131', 12
'VYRZXPLB', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'VYRZXPLB', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'VYRZXPLB', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'IXVWK3HT', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'IXVWK3HT', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'IXVWK3HT', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 14, 'http://www.wikidata.org/prop/direct/P7959', 1, 'http://www.wikidata.org/prop/direct/P131', 14, 'http://www.wikidata.org/prop/direct/P1889', 1
'2HQW46BI', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'2HQW46BI', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'2HQW46BI', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'XGZJM91G', '0', '1', 'http://www.wikidata.org/prop/direct/P5028'
'XGZJM91G', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 8, 'http://www.wikidata.org/prop/direct/P161', 6, 'http://www.wikidata.org/prop/direct/P57', 8, 'http://www.wikidata.org/prop/direct/P767', 2, 'http://www.wikidata.org/prop/direct/P6086', 1
'XGZJM91G', '0', '3', 'http://www.wikidata.org/prop/direct/P5026'
'XGZJM91G', '0', '4', 'http://www.wikidata.org/prop/direct/P272', 8, 'http://www.wikidata.org/prop/direct/P272', 8, 'http://www.wikidata.org/prop/direct/P276', 2
'RQXCM363', '0', '1', 'http://www.wikidata.org/prop/direct/P5028'
'RQXCM363', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 5, 'http://www.wikidata.org/prop/direct/P161', 2, 'http://www.wikidata.org/prop/direct/P57', 5, 'http://www.wikidata.org/prop/direct/P767', 1, 'http://www.wikidata.org/prop/direct/P6086', 1
'RQXCM363', '0', '3', 'http://www.wikidata.org/prop/direct/P5026'
'RQXCM363', '0', '4', 'http://www.wikidata.org/prop/direct/P272'
'A9NX15VW', '0', '1', 'http://www.wikidata.org/prop/direct/P5028', 3, 'http://www.wikidata.org/prop/direct/P5028', 3, 'http://www.wikidata.org/prop/direct/P161', 1
'A9NX15VW', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 3, 'http://www.wikidata.org/prop/direct/P57', 3, 'http://www.wikidata.org/prop/direct/P2515', 1
'A9NX15VW', '0', '3', 'http://www.wikidata.org/prop/direct/P5026'
'A9NX15VW', '0', '4'
'34T63TRV', '0', '1', 'http://www.wikidata.org/prop/direct/P5028'
'34T63TRV', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 8, 'http://www.wikidata.org/prop/direct/P5026', 1, 'http://www.wikidata.org/prop/direct/P161', 6, 'http://www.wikidata.org/prop/direct/P57', 8, 'http://www.wikidata.org/prop/direct/P767', 2
'34T63TRV', '0', '3', 'http://www.wikidata.org/prop/direct/P5026'
'34T63TRV', '0', '4', 'http://www.wikidata.org/prop/direct/P272'
'NBW0WTIW', '0', '1', 'http://www.wikidata.org/prop/direct/P5028'
'NBW0WTIW', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 10, 'http://www.wikidata.org/prop/direct/P161', 2, 'http://www.wikidata.org/prop/direct/P5202', 2, 'http://www.wikidata.org/prop/direct/P57', 10
'NBW0WTIW', '0', '3', 'http://www.wikidata.org/prop/direct/P5026'
'NBW0WTIW', '0', '4', 'http://www.wikidata.org/prop/direct/P272'
'2XB7XTG1', '0', '1', 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P170', 3, 'http://www.wikidata.org/prop/direct/P767', 1
'2XB7XTG1', '0', '2', 'http://www.wikidata.org/prop/direct/P161'
'2XB7XTG1', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'2XB7XTG1', '0', '4', 'http://www.wikidata.org/prop/direct/P276'
'1Z0BWB5S', '0', '1', 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P170', 3, 'http://www.wikidata.org/prop/direct/P767', 1
'1Z0BWB5S', '0', '2', 'http://www.wikidata.org/prop/direct/P161'
'1Z0BWB5S', '0', '3', 'http://www.wikidata.org/prop/direct/P136'
'1Z0BWB5S', '0', '4', 'http://www.wikidata.org/prop/direct/P276'
'HTOOILGW', '0', '1', 'http://www.wikidata.org/prop/direct/P495', 66, 'http://www.wikidata.org/prop/direct/P495', 66, 'http://www.wikidata.org/prop/direct/P407', 66
'HTOOILGW', '0', '2', 'http://www.wikidata.org/prop/direct/P2515', 18, 'http://www.wikidata.org/prop/direct/P4608', 9, 'http://www.wikidata.org/prop/direct/P2515', 18
'HTOOILGW', '0', '3', 'http://www.wikidata.org/prop/direct/P4647'
'EY4PO4A9', '0', '1', 'http://www.wikidata.org/prop/direct/P407', 62, 'http://www.wikidata.org/prop/direct/P495', 61, 'http://www.wikidata.org/prop/direct/P407', 62
'EY4PO4A9', '0', '2', 'http://www.wikidata.org/prop/direct/P2515', 11, 'http://www.wikidata.org/prop/direct/P4608', 10, 'http://www.wikidata.org/prop/direct/P2515', 11
'EY4PO4A9', '0', '3', 'http://www.wikidata.org/prop/direct/P4647'
'Q6XNGBM9', '0', '1', 'http://www.wikidata.org/prop/direct/P495', 62, 'http://www.wikidata.org/prop/direct/P495', 62, 'http://www.wikidata.org/prop/direct/P407', 62
'Q6XNGBM9', '0', '2', 'http://www.wikidata.org/prop/direct/P2515', 14, 'http://www.wikidata.org/prop/direct/P4608', 8, 'http://www.wikidata.org/prop/direct/P2515', 14
'Q6XNGBM9', '0', '3', 'http://www.wikidata.org/prop/direct/P4647'
'5PP8B7W5', '0', '1', 'http://www.wikidata.org/prop/direct/P407'
'5PP8B7W5', '0', '2', 'http://www.wikidata.org/prop/direct/P2515', 3, 'http://www.wikidata.org/prop/direct/P161', 1, 'http://www.wikidata.org/prop/direct/P57', 1, 'http://www.wikidata.org/prop/direct/P2515', 3
'5PP8B7W5', '0', '3', 'http://www.wikidata.org/prop/direct/P4647', 3, 'http://www.wikidata.org/prop/direct/P4647', 3, 'http://www.wikidata.org/prop/direct/P276', 1
'C0MQIFQU', '0', '1', 'http://www.wikidata.org/prop/direct/P407', 5, 'http://www.wikidata.org/prop/direct/P364', 1, 'http://www.wikidata.org/prop/direct/P495', 3, 'http://www.wikidata.org/prop/direct/P17', 1, 'http://www.wikidata.org/prop/direct/P407', 5
'C0MQIFQU', '0', '2', 'http://www.wikidata.org/prop/direct/P57', 3, 'http://www.wikidata.org/prop/direct/P161', 1, 'http://www.wikidata.org/prop/direct/P57', 3, 'http://www.wikidata.org/prop/direct/P2515', 3
'C0MQIFQU', '0', '3', 'http://www.wikidata.org/prop/direct/P4647'
'XYZ90J0E', '0', '1', 'http://www.wikidata.org/prop/direct/P175'
'XYZ90J0E', '0', '2', 'http://www.wikidata.org/prop/P1191'
'XYZ90J0E', '0', '3', 'http://www.wikidata.org/prop/direct/P86'
'XYZ90J0E', '0', '4', 'http://www.wikidata.org/prop/direct/P162'
'GAT4LDBW', '0', '1', 'http://www.wikidata.org/prop/direct/P186'
'GAT4LDBW', '0', '2', 'http://www.wikidata.org/prop/direct/P2505'
'GAT4LDBW', '0', '3', 'http://www.wikidata.org/prop/P2043'
'GAT4LDBW', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'GAT4LDBW', '0', '5', 'http://www.wikidata.org/prop/direct/P276'
'V2MLGH2E', '0', '1', 'http://www.wikidata.org/prop/P2787'
'V2MLGH2E', '0', '2', 'http://www.wikidata.org/prop/P1619', 3, 'http://www.wikidata.org/prop/P580', 1, 'http://www.wikidata.org/prop/P1619', 3
'V2MLGH2E', '0', '3', 'http://www.wikidata.org/prop/direct/P361'
'ZCEXNLSB', '0', '1', 'http://www.wikidata.org/prop/direct/P126', 11, 'http://www.wikidata.org/prop/direct/P126', 11, 'http://www.wikidata.org/prop/direct/P127', 5
'ZCEXNLSB', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'ZCEXNLSB', '0', '3', 'http://www.wikidata.org/prop/direct/P177', 15, 'http://www.wikidata.org/prop/direct/P206', 3, 'http://www.wikidata.org/prop/direct/P177', 15
'ZCEXNLSB', '0', '4', 'http://www.wikidata.org/prop/direct/P1435'
'XN4CHZ0N', '0', '1', 'http://www.wikidata.org/prop/direct/P126', 3, 'http://www.wikidata.org/prop/direct/P126', 3, 'http://www.wikidata.org/prop/direct/P127', 2
'XN4CHZ0N', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'XN4CHZ0N', '0', '3', 'http://www.wikidata.org/prop/direct/P177'
'XN4CHZ0N', '0', '4', 'http://www.wikidata.org/prop/direct/P1435'
'5O0PIRQC', '0', '1', 'http://www.wikidata.org/prop/direct/P5353'
'5O0PIRQC', '0', '2', 'http://www.wikidata.org/prop/direct/P47', 11, 'http://www.wikidata.org/prop/direct/P47', 11, 'http://www.wikidata.org/prop/direct/P31', 5
'5O0PIRQC', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'5O0PIRQC', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'8YZ0G3MB', '0', '1', 'http://www.wikidata.org/prop/direct/P5353'
'8YZ0G3MB', '0', '2', 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P31', 1
'8YZ0G3MB', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'8YZ0G3MB', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'TYMB541R', '0', '1', 'http://www.wikidata.org/prop/direct/P5353'
'TYMB541R', '0', '2', 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P31', 1
'TYMB541R', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'TYMB541R', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'3KOKRLDN', '0', '1', 'http://www.wikidata.org/prop/direct/P5353'
'3KOKRLDN', '0', '2', 'http://www.wikidata.org/prop/direct/P47', 16, 'http://www.wikidata.org/prop/direct/P47', 16, 'http://www.wikidata.org/prop/direct/P31', 9
'3KOKRLDN', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'3KOKRLDN', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'YF08GTTF', '0', '1', 'http://www.wikidata.org/prop/direct/P5353'
'YF08GTTF', '0', '2', 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/direct/P31', 1
'YF08GTTF', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'YF08GTTF', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'5CWJ2PV7', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'5CWJ2PV7', '0', '2', 'http://www.wikidata.org/prop/P2044', 7, 'http://www.wikidata.org/prop/direct/P47', 1, 'http://www.wikidata.org/prop/P2044', 7, 'http://www.wikidata.org/prop/direct/P1889', 4
'5CWJ2PV7', '0', '3', 'http://www.wikidata.org/prop/P571', 7, 'http://www.wikidata.org/prop/direct/P47', 3, 'http://www.wikidata.org/prop/P571', 7, 'http://www.wikidata.org/prop/direct/P1889', 4
'5CWJ2PV7', '0', '4', 'http://www.wikidata.org/prop/direct/P47'
'5CWJ2PV7', '0', '5', 'http://www.wikidata.org/prop/P1082', 7, 'http://www.wikidata.org/prop/P1082', 7, 'http://www.wikidata.org/prop/direct/P1889', 4
'5CWJ2PV7', '0', '6', 'http://www.wikidata.org/prop/P2046', 7, 'http://www.wikidata.org/prop/P2046', 7, 'http://www.wikidata.org/prop/direct/P1889', 4
'5CWJ2PV7', '0', '7', 'http://www.wikidata.org/prop/direct/P421'
'F221GX6X', '0', '1', 'http://www.wikidata.org/prop/direct/P1889'
'F221GX6X', '0', '2', 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/direct/P47', 2, 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/direct/P1889', 3
'F221GX6X', '0', '3', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P1889', 3
'F221GX6X', '0', '4', 'http://www.wikidata.org/prop/direct/P47'
'F221GX6X', '0', '5', 'http://www.wikidata.org/prop/P1082', 3, 'http://www.wikidata.org/prop/P1082', 3, 'http://www.wikidata.org/prop/direct/P1889', 3
'F221GX6X', '0', '6', 'http://www.wikidata.org/prop/P2046', 3, 'http://www.wikidata.org/prop/P2046', 3, 'http://www.wikidata.org/prop/direct/P1889', 3
'F221GX6X', '0', '7', 'http://www.wikidata.org/prop/direct/P421'
'8JI3SEK7', '0', '1', 'http://www.wikidata.org/prop/direct/P1889', 8, 'http://www.wikidata.org/prop/direct/P138', 2, 'http://www.wikidata.org/prop/direct/P131', 1, 'http://www.wikidata.org/prop/direct/P547', 1, 'http://www.wikidata.org/prop/direct/P1889', 8
'8JI3SEK7', '0', '2', 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/direct/P47', 2, 'http://www.wikidata.org/prop/direct/P81', 1, 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/direct/P1889', 4
'8JI3SEK7', '0', '3', 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P1889', 4
'8JI3SEK7', '0', '4', 'http://www.wikidata.org/prop/direct/P47'
'8JI3SEK7', '0', '5', 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/P1082', 3, 'http://www.wikidata.org/prop/direct/P1889', 4
'8JI3SEK7', '0', '6', 'http://www.wikidata.org/prop/P2046', 2, 'http://www.wikidata.org/prop/P2046', 2, 'http://www.wikidata.org/prop/direct/P1889', 2
'8JI3SEK7', '0', '7', 'http://www.wikidata.org/prop/direct/P421'
'P7TBO2BT', '0', '1', 'http://www.wikidata.org/prop/P2044'
'P7TBO2BT', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'P7TBO2BT', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'P7TBO2BT', '0', '4', 'http://www.wikidata.org/prop/P2046'
'P7TBO2BT', '0', '5', 'http://www.wikidata.org/prop/direct/P31'
'XGX1ZM0E', '0', '1', 'http://www.wikidata.org/prop/direct/P159', 6, 'http://www.wikidata.org/prop/direct/P749', 1, 'http://www.wikidata.org/prop/direct/P127', 1, 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P740', 1, 'http://www.wikidata.org/prop/direct/P138', 1, 'http://www.wikidata.org/prop/direct/P159', 6
'XGX1ZM0E', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'XGX1ZM0E', '0', '3', 'http://www.wikidata.org/prop/direct/P1830'
'3R9TJLXC', '0', '1', 'http://www.wikidata.org/prop/direct/P159', 9, 'http://www.wikidata.org/prop/direct/P159', 9, 'http://www.wikidata.org/prop/direct/P131', 6
'3R9TJLXC', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'3R9TJLXC', '0', '3', 'http://www.wikidata.org/prop/direct/P1830'
'JB2FAZ30', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'JB2FAZ30', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'JB2FAZ30', '0', '3', 'http://www.wikidata.org/prop/direct/P1830', 6, 'http://www.wikidata.org/prop/direct/P159', 2, 'http://www.wikidata.org/prop/direct/P527', 1, 'http://www.wikidata.org/prop/direct/P131', 2, 'http://www.wikidata.org/prop/direct/P1830', 6
'L0MRU637', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'L0MRU637', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'L0MRU637', '0', '3', 'http://www.wikidata.org/prop/direct/P1830'
'AMNKYY6R', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'AMNKYY6R', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'AMNKYY6R', '0', '3', 'http://www.wikidata.org/prop/direct/P1830', 3, 'http://www.wikidata.org/prop/direct/P1830', 3, 'http://www.wikidata.org/prop/direct/P121', 1
'MZYLB18M', '0', '1'
'MZYLB18M', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
'MZYLB18M', '0', '3', 'http://www.wikidata.org/prop/P571', 10, 'http://www.wikidata.org/prop/direct/P2959', 1, 'http://www.wikidata.org/prop/direct/P1366', 1, 'http://www.wikidata.org/prop/P571', 10
'7Y28NPA8', '0', '1'
'7Y28NPA8', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
'7Y28NPA8', '0', '3', 'http://www.wikidata.org/prop/P571', 5, 'http://www.wikidata.org/prop/P488', 1, 'http://www.wikidata.org/prop/P571', 5, 'http://www.wikidata.org/prop/direct/P1889', 1
'SVICC97B', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'SVICC97B', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
'SVICC97B', '0', '3', 'http://www.wikidata.org/prop/P571', 9, 'http://www.wikidata.org/prop/direct/P2959', 1, 'http://www.wikidata.org/prop/P127', 1, 'http://www.wikidata.org/prop/P488', 1, 'http://www.wikidata.org/prop/direct/P1366', 1, 'http://www.wikidata.org/prop/P571', 9, 'http://www.wikidata.org/prop/direct/P1889', 1
'6OQB941O', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'6OQB941O', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
'6OQB941O', '0', '3', 'http://www.wikidata.org/prop/P571'
'NDV4VY5F', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'NDV4VY5F', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
'NDV4VY5F', '0', '3', 'http://www.wikidata.org/prop/P571'
'4SNRVDJ2', '0', '1', 'http://www.wikidata.org/prop/P571'
'4SNRVDJ2', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'4SNRVDJ2', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'4SNRVDJ2', '0', '4', 'http://www.wikidata.org/prop/direct/P2643'
'M50UWRKY', '0', '1', 'http://www.wikidata.org/prop/P571'
'M50UWRKY', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'M50UWRKY', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'M50UWRKY', '0', '4', 'http://www.wikidata.org/prop/direct/P2643'
'DNWN9IDD', '0', '1', 'http://www.wikidata.org/prop/P571'
'DNWN9IDD', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'DNWN9IDD', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'DNWN9IDD', '0', '4', 'http://www.wikidata.org/prop/direct/P2643'
'HTETAEJC', '0', '1', 'http://www.wikidata.org/prop/P571'
'HTETAEJC', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'HTETAEJC', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'HTETAEJC', '0', '4', 'http://www.wikidata.org/prop/direct/P2643'
'G2OU2B5M', '0', '1', 'http://www.wikidata.org/prop/P571'
'G2OU2B5M', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'G2OU2B5M', '0', '3', 'http://www.wikidata.org/prop/direct/P17'
'G2OU2B5M', '0', '4', 'http://www.wikidata.org/prop/direct/P2643'
'MWOSNDEK', '0', '1', 'http://www.wikidata.org/prop/direct/P190'
'MWOSNDEK', '0', '2', 'http://www.wikidata.org/prop/direct/P1383'
'MWOSNDEK', '0', '3', 'http://www.wikidata.org/prop/direct/P1343'
'FEF4BVIY', '0', '1', 'http://www.wikidata.org/prop/direct/P190'
'FEF4BVIY', '0', '2', 'http://www.wikidata.org/prop/direct/P1383'
'FEF4BVIY', '0', '3', 'http://www.wikidata.org/prop/direct/P1343'
'LIDCLF6O', '0', '1', 'http://www.wikidata.org/prop/direct/P190'
'LIDCLF6O', '0', '2', 'http://www.wikidata.org/prop/direct/P1383', 10, 'http://www.wikidata.org/prop/direct/P1383', 10, 'http://www.wikidata.org/prop/direct/P150', 4
'LIDCLF6O', '0', '3', 'http://www.wikidata.org/prop/direct/P1343'
'6KC0N1P8', '0', '1', 'http://www.wikidata.org/prop/direct/P190'
'6KC0N1P8', '0', '2', 'http://www.wikidata.org/prop/direct/P1383'
'6KC0N1P8', '0', '3', 'http://www.wikidata.org/prop/direct/P1343'
'EPPK955S', '0', '1', 'http://www.wikidata.org/prop/direct/P190'
'EPPK955S', '0', '2', 'http://www.wikidata.org/prop/direct/P1383'
'EPPK955S', '0', '3', 'http://www.wikidata.org/prop/direct/P1343'
'P5FBW1L9', '0', '1', 'http://www.wikidata.org/prop/P1082'
'P5FBW1L9', '0', '2', 'http://www.wikidata.org/prop/direct/P150'
'P5FBW1L9', '0', '3', 'http://www.wikidata.org/prop/direct/P1456'
